不无	.0000
如若	1.0000
風风	.0000
説说	.0000
乾干	.6214
絶绝	.0000
唇脣	.0000
无有	.4444
众衆	.0000
词辞	1.0000
为爲	.0000
羣群	.0000
反返	.2857
着著	.1860
不莫	.4444
沈沉	.0741
目眼	1.0000
叠迭	.1667
于於	1.0000
余馀	1.0000
万百	.6000
不难	.0741
北南	.7222
才材	.6000
人民	1.0000
万千	.7333
床牀	.0000
不未	.0000
适適	.0000
作做	1.0000
弦絃	.0000
以而	.2000
产産	.0000
初次	.8611
征徵	1.0000
入出	.4444
緑绿	.0000
上下	1.0000
駡骂	.0000
似如	1.0000
斗鬭	.0000
头首	1.0000
东西	.6000
儿兒	.0000
无没	1.0000
彩采	1.0000
脸面	1.0000
故旧	1.0000
腕腿	.9639
女男	.9074
心情	.6154
兵军	.8951
备计	.1379
漂飘	1.0000
信讯	1.0000
犬狗	1.0000
可而	.0741
下战	.1860
口嘴	1.0000
原愿	.0741
体教	1.0000
肩腿	.9278
之诸	.0000
手腕	.8960
同异	.8611
岁日	1.0000
校院	.9307
履屦	.0000
世时	1.0000
大小	.6611
中美	.8667
上络	.0741
不弗	.0000
夕暮	.6000
初高	.6000
頽颓	.0000
涂途	.0444
之而	.2857
义意	1.0000
文软	.6143
脚足	1.0000
岁年	.6000
智知	.0444
摘擿	.0000
妆装	.4444
天日	1.0000
视音	.0741
去往	.4444
托讬	.0000
顔颜	.0000
籍藉	.2560
鋭锐	.0000
路道	1.0000
可易	.7884
可堪	.1667
熏薰	1.0000
业品	.3692
一半	.7038
人队	1.0000
外手	.0444
唯惟	1.0000
言谈	1.0000
言语	1.0000
灶竈	.0000
消销	1.0000
梁粱	1.0000
产商	.2172
失无	.6154
槃盘	.0000
坐座	.0741
不勿	.0000
带戴	.2105
共同	.6000
巨钜	1.0000
一二	.6000
有相	.1176
一同	1.0000
糁胆	.0664
启啓	.0000
两二	.8667
为作	1.0000
断绝	.1860
沙砂	.6000
动静	.0444
嫉疾	.2424
汙污	.0000
学育	.1379
这那	1.0000
十百	.6000
谈谭	.6000
披被	.0664
天神	1.0000
之其	.4444
死鬼	.7884
摩磨	1.0000
意气	.3478
己已	.0000
中英	.6000
皁皂	.0000
知通	1.0000
站页	.0664
白黑	.6692
不半	.0741
神魂	1.0000
长门	.5856
升登	.4444
钟锺	1.0000
肚腹	1.0000
装饰	1.0000
测验	.3478
弊敝	.0507
异殊	.6000
声音	1.0000
作成	.3982
影景	.2172
前后	.8611
影电	.4444
之相	.0741
处管	.8988
彫雕	.0000
为成	1.0000
影迹	1.0000
踰逾	.0000
仇雠	.6000
鸾龙	.2667
人物	.5803
剪翦	1.0000
天山	.4444
依倚	1.0000
穷贫	.7494
备施	.4444
世代	1.0000
鷄鸡	.0000
联连	.3478
工操	.0741
硬软	.7741
线面	1.0000
卷题	.2424
中我	.0000
卫衞	.0000
产制	.6000
料胶	1.0000
中里	.8960
拘羁	1.0000
一三	.6000
娱音	.0741
天身	.1886
如成	.2105
低高	.6317
师育	.0664
啮齧	.0000
一百	1.0000
一两	1.0000
一之	.0741
企行	.3478
业务	.6000
一壹	.6000
支枝	.9016
电通	.1600
云烟	1.0000
肉骨	.9639
啜歠	.0000
手曲	.8885
心意	.6154
于如	.2000
修脩	.0000
炼鍊	.0000
雨雾	.4444
为之	.0741
盘磐	.1404
容荣	.6000
尾脑	.9639
言辞	.8960
袍靴	.9278
化学	.1379
捣擣	.0000
心肝	.9639
脑脸	1.0000
心魂	1.0000
复覆	.2857
水海	.6000
手首	1.0000
众群	.2424
尽极	1.0000
无靡	.1176
活生	1.0000
流留	.4444
得德	.6100
云雨	.4444
图影	1.0000
一而	.0741
别独	.5899
花风	.5814
人国	.1667
学院	.8988
检监	.6154
人入	.1860
伎技	.5514
旦朝	.6000
足趾	.9215
下落	1.0000
秤称	.0664
材筑	.0741
壁璧	.0664
粗麤	.0000
华国	.6000
篮足	.1493
太泰	.5861
事是	.1667
晨朝	.6000
鳌鼇	.0000
舟船	1.0000
振震	.3478
员才	1.0000
站络	.1455
玉璧	.8960
中全	.6000
虫蟲	.0000
狂真	.6550
地海	.5514
三两	.6692
地日	1.0000
骛鹜	.0741
索落	.2105
划画	1.0000
天年	.6000
弛驰	.0409
内际	.6000
筚荜	.0000
毛毫	.9750
丧失	1.0000
中高	1.0000
虎龙	1.0000
兵师	.9024
属抗	.2424
逢遇	1.0000
净浄	.0000
拏拿	.0000
字据	.4444
志气	.2424
华花	.6825
救济	1.0000
死终	1.0000
好美	.6000
杳渺	.6825
形行	.5792
作行	.6154
智计	.0475
学技	.4444
形踪	.0664
尽竭	1.0000
胆魄	.6991
游行	.4444
利财	.5514
家门	.8960
一只	.0664
修饰	1.0000
心气	.2424
坠堕	.0000
狼虎	1.0000
之良	.0444
自若	.0444
两双	.6000
教老	.1116
动漫	.2857
两五	.6000
之无	.0741
淡澹	.6568
件档	.4444
强彊	.0000
涯边	.0741
敬谨	.0444
之护	.0741
策算	1.0000
习習	.0000
言词	.8960
哭泣	1.0000
莫难	.1219
手腿	1.0000
绿黑	.6000
拙笨	.7741
心胸	1.0000
乡向	.1219
之小	.0741
倡唱	.1667
功性	.0429
之大	.0741
右左	.0741
衣袍	.5792
闲间	.0444
斑班	.1886
犁犂	.0000
图照	.8960
人性	.5803
忙慌	.8684
合和	.6037
以相	.1107
串并	.4444
母父	.6000
心神	1.0000
人其	.0741
安甘	.7494
沐浴	.7600
亡无	.6154
